street_name,defect_type,severity,latitude,longitude
Nasr Rd,pothole,1,30.056637,31.324194
Nasr Rd,crack,1,30.065879,31.333449
Pyramids Rd,crack,3,29.968713,31.125862
Suez Desert Rd,rutting,3,30.102503,31.393282
Suez Desert Rd,pothole,5,30.104311,31.397947
Pyramids Rd,marking,3,29.975183,31.127561
Ain Shams St,edge_break,4,30.105741,31.322495
Salah Salem,crack,3,30.067742,31.273919
Salah Salem,crack,3,30.074239,31.277002
Tahrir Square Rd,crack,3,30.039302,31.237002
Ain Shams St,pothole,1,30.103592,31.313923
Heliopolis Ave,rutting,2,30.095766,31.318244
Corniche El Nil,subsidence,4,30.055784,31.239348
Airport Rd,crack,3,30.116856,31.40092
Ramsis St,pothole,5,30.064954,31.24398
Port Said St,rutting,4,30.066369,31.263863
Mohamed Farid St,pothole,4,30.051403,31.244305
Mohandiseen Rd,crack,3,30.066065,31.195119
Heliopolis Ave,crack,1,30.097374,31.325784
Pyramids Rd,pothole,4,29.965836,31.131445
Airport Rd,marking,3,30.113292,31.400242
Ring Road,pothole,1,30.014577,31.203852
Shubra St,edge_break,2,30.115315,31.262504
Pyramids Rd,edge_break,2,29.96789,31.123555
Salah Salem,edge_break,3,30.065254,31.283997
Airport Rd,edge_break,1,30.117588,31.393047
Port Said St,subsidence,5,30.076616,31.253842
Nasr Rd,marking,4,30.060016,31.332558
Shubra St,crack,4,30.105069,31.265231
Ring Road,rutting,4,30.025887,31.207858
Ring Road,crack,2,30.02551,31.193938
Mohamed Farid St,marking,3,30.058864,31.250546
Shubra St,marking,3,30.110137,31.273
Pyramids Rd,rutting,4,29.967284,31.126508
Abbas El Akkad,rutting,1,30.065439,31.315226
Mohamed Farid St,pothole,2,30.060624,31.247908
Suez Desert Rd,marking,3,30.096508,31.400253
Pyramids Rd,pothole,1,29.971388,31.123372
Tahrir Square Rd,pothole,3,30.038673,31.238679
Abbas El Akkad,pothole,2,30.057955,31.32773
Shubra St,pothole,4,30.10565,31.266888
Airport Rd,pothole,4,30.114777,31.393127
Mohandiseen Rd,pothole,5,30.057369,31.197842
Shubra St,rutting,3,30.108605,31.27472
Ain Shams St,crack,1,30.113022,31.312169
Ring Road,crack,1,30.014652,31.206077
Airport Rd,pothole,3,30.120034,31.40242
Airport Rd,pothole,5,30.117341,31.40517
Dokki St,crack,2,30.041942,31.217821
Salah Salem,crack,3,30.068711,31.279219
Abbas El Akkad,rutting,3,30.059324,31.313406
Maadi Corniche,crack,3,29.968042,31.251314
Shubra St,rutting,3,30.117965,31.263214
Salah Salem,marking,5,30.067354,31.273204
Autostrad Rd,crack,4,30.08595,31.349727
Mohamed Farid St,marking,5,30.062874,31.246323
Maadi Corniche,rutting,4,29.9746,31.25413
Abbas El Akkad,marking,2,30.057801,31.319934
Suez Desert Rd,crack,4,30.100019,31.402939
Suez Desert Rd,pothole,3,30.101343,31.401545
Corniche El Nil,rutting,3,30.056948,31.247014
October Bridge,pothole,5,30.058119,31.224728
Port Said St,marking,3,30.068262,31.257899
Tahrir Square Rd,crack,4,30.038565,31.23845
Salah Salem,rutting,4,30.076262,31.281702
Maadi Corniche,edge_break,1,29.976199,31.247959
Pyramids Rd,marking,3,29.973134,31.127273
Ain Shams St,subsidence,4,30.116961,31.320401
Autostrad Rd,pothole,1,30.08417,31.352438
Nasr Rd,rutting,3,30.067771,31.325961
Tahrir Square Rd,rutting,4,30.038428,31.228743
Pyramids Rd,marking,4,29.977777,31.124421
Pyramids Rd,pothole,2,29.977617,31.132118
Ring Road,marking,4,30.025585,31.206874
Maadi Corniche,pothole,3,29.964918,31.245056
Mohandiseen Rd,crack,5,30.065814,31.194151
Ramsis St,subsidence,2,30.058136,31.249016
Corniche El Nil,pothole,5,30.060045,31.239463
Salah Salem,pothole,2,30.077601,31.283464
October Bridge,pothole,3,30.04746,31.236748
Heliopolis Ave,marking,3,30.082296,31.326791
Ring Road,crack,4,30.012739,31.193843
Mohandiseen Rd,crack,3,30.053624,31.192929
Corniche El Nil,pothole,3,30.061637,31.231862
Mohamed Farid St,crack,1,30.061914,31.243918
Tahrir Square Rd,crack,3,30.045963,31.235362
Ain Shams St,pothole,4,30.10465,31.313078
Tahrir Square Rd,marking,4,30.03789,31.241536
Airport Rd,crack,3,30.122156,31.405912
Mohamed Farid St,rutting,5,30.053747,31.253129
Ring Road,pothole,2,30.02116,31.204021
Nasr Rd,pothole,1,30.052251,31.325844
Heliopolis Ave,pothole,5,30.082917,31.312609
Abbas El Akkad,rutting,2,30.063985,31.317535
Ramsis St,subsidence,3,30.058189,31.244249
Airport Rd,rutting,3,30.117773,31.393413
Maadi Corniche,crack,2,29.976847,31.245516
Abbas El Akkad,rutting,3,30.065439,31.315494
Mohamed Farid St,pothole,3,30.061853,31.244278
Autostrad Rd,pothole,5,30.075234,31.347731
Mohandiseen Rd,crack,2,30.064384,31.197481
Pyramids Rd,crack,4,29.962944,31.129789
Ring Road,crack,2,30.019131,31.206971
Ramsis St,rutting,3,30.058024,31.254067
Dokki St,marking,2,30.043008,31.216239
Autostrad Rd,subsidence,5,30.08793,31.345053
Ain Shams St,pothole,3,30.106173,31.315716
Mohandiseen Rd,rutting,3,30.059726,31.203268
Suez Desert Rd,subsidence,2,30.099231,31.394132
Airport Rd,crack,1,30.126515,31.392962
Corniche El Nil,crack,5,30.055728,31.232147
Shubra St,crack,2,30.110412,31.269844
Suez Desert Rd,crack,2,30.096882,31.393919
Autostrad Rd,rutting,5,30.080565,31.347611
Corniche El Nil,marking,1,30.050787,31.236674
Suez Desert Rd,subsidence,3,30.09986,31.394442
Mohamed Farid St,pothole,2,30.053817,31.251259
Abbas El Akkad,crack,3,30.065616,31.324371
Maadi Corniche,marking,1,29.96351,31.254688
Maadi Corniche,rutting,4,29.974677,31.249056
Pyramids Rd,crack,5,29.967983,31.126271
Abbas El Akkad,crack,3,30.069862,31.312722
Nasr Rd,pothole,4,30.058334,31.331391
Corniche El Nil,pothole,4,30.056777,31.234804
Dokki St,pothole,2,30.034869,31.205715
Maadi Corniche,pothole,3,29.968174,31.254223
Maadi Corniche,pothole,3,29.973325,31.256716
Ramsis St,crack,4,30.070141,31.253987
Ain Shams St,pothole,2,30.105283,31.323201
Suez Desert Rd,pothole,4,30.09269,31.407326
Ring Road,pothole,5,30.01258,31.207129
Ramsis St,marking,5,30.063837,31.242337
Mohandiseen Rd,subsidence,4,30.05638,31.198499
October Bridge,pothole,1,30.060826,31.234394
Ramsis St,pothole,2,30.064654,31.243257
Corniche El Nil,pothole,4,30.050202,31.238213
Corniche El Nil,rutting,3,30.055246,31.24094
Heliopolis Ave,marking,3,30.084054,31.31761
Salah Salem,crack,3,30.065729,31.278667
Dokki St,pothole,4,30.045928,31.211032
Port Said St,pothole,3,30.0626,31.257705
Tahrir Square Rd,rutting,4,30.049328,31.240036
Suez Desert Rd,rutting,4,30.093993,31.402359
Ring Road,pothole,5,30.018124,31.196506
Port Said St,subsidence,1,30.064859,31.255002
Shubra St,rutting,3,30.107635,31.273928
Ain Shams St,crack,3,30.111773,31.315778
Corniche El Nil,rutting,2,30.062547,31.243161
Corniche El Nil,marking,5,30.058976,31.235756
Ring Road,pothole,2,30.025128,31.196208
Ramsis St,marking,5,30.056195,31.257594
Abbas El Akkad,pothole,3,30.057786,31.326018
Autostrad Rd,marking,3,30.076263,31.348757
Autostrad Rd,pothole,2,30.073998,31.34612
Abbas El Akkad,subsidence,4,30.062833,31.317706
Mohamed Farid St,crack,3,30.058614,31.253212
Abbas El Akkad,pothole,4,30.068326,31.316965
Maadi Corniche,crack,2,29.976147,31.255185
Mohamed Farid St,marking,2,30.06394,31.255726
Corniche El Nil,marking,1,30.061944,31.233607
Pyramids Rd,pothole,5,29.968623,31.133656
Corniche El Nil,pothole,4,30.051596,31.237177
Suez Desert Rd,subsidence,4,30.10619,31.406158
Airport Rd,crack,2,30.122983,31.400966
Port Said St,subsidence,3,30.07716,31.260505
Ring Road,crack,1,30.026099,31.19417
Maadi Corniche,crack,4,29.96815,31.246077
Tahrir Square Rd,crack,4,30.047026,31.240391
Ain Shams St,rutting,2,30.103869,31.319354
Corniche El Nil,rutting,4,30.049317,31.231897
Tahrir Square Rd,marking,5,30.045942,31.230137
Ain Shams St,pothole,3,30.10924,31.325076
Salah Salem,pothole,3,30.063906,31.272287
Corniche El Nil,crack,5,30.061928,31.240012
Nasr Rd,marking,5,30.052275,31.32556
October Bridge,marking,3,30.058655,31.234634
Autostrad Rd,subsidence,5,30.081042,31.353872
Pyramids Rd,rutting,5,29.97584,31.127275
Maadi Corniche,rutting,2,29.975713,31.244792
Ring Road,marking,3,30.026997,31.192044
Heliopolis Ave,pothole,3,30.085788,31.313521
Shubra St,crack,4,30.107987,31.267009
Mohamed Farid St,rutting,3,30.064249,31.254432
Ramsis St,pothole,4,30.06843,31.247741
Ramsis St,rutting,4,30.068612,31.246313
Port Said St,marking,1,30.073799,31.257348
Ramsis St,rutting,3,30.057302,31.246303
Nasr Rd,subsidence,2,30.05706,31.330318
Shubra St,crack,3,30.115698,31.270183
Nasr Rd,crack,2,30.059434,31.325262
Mohandiseen Rd,crack,4,30.061335,31.20567
Nasr Rd,subsidence,3,30.052968,31.337552
Ain Shams St,crack,2,30.112808,31.325121
Shubra St,marking,5,30.103778,31.26554
Ramsis St,rutting,2,30.063934,31.248163
Airport Rd,pothole,4,30.11892,31.401416
Port Said St,rutting,4,30.065188,31.260807
Mohamed Farid St,marking,4,30.057167,31.246786
Airport Rd,pothole,2,30.123648,31.396333
Airport Rd,crack,4,30.121722,31.394114
Port Said St,subsidence,3,30.073038,31.257436
Pyramids Rd,marking,1,29.963297,31.1221
Salah Salem,crack,2,30.072496,31.282998
Pyramids Rd,edge_break,5,29.977387,31.130326
Suez Desert Rd,pothole,2,30.10402,31.396238
Ring Road,marking,5,30.021323,31.195305
Abbas El Akkad,crack,2,30.072134,31.326659
Heliopolis Ave,marking,3,30.087131,31.322833
Airport Rd,crack,2,30.120006,31.40281
Salah Salem,rutting,3,30.067368,31.286048
Port Said St,crack,3,30.063712,31.262354
Shubra St,marking,5,30.113436,31.274982
Port Said St,marking,4,30.074744,31.252394
Airport Rd,marking,3,30.122311,31.395037
Airport Rd,marking,3,30.120054,31.393665
Mohamed Farid St,subsidence,3,30.051158,31.247741
Port Said St,crack,5,30.062321,31.257685
Ain Shams St,crack,4,30.108859,31.312478
Salah Salem,marking,1,30.075756,31.284551
Heliopolis Ave,subsidence,1,30.091993,31.31548
Salah Salem,pothole,4,30.066267,31.275456
Tahrir Square Rd,crack,4,30.041382,31.237807
Dokki St,crack,3,30.039798,31.213399
Mohamed Farid St,pothole,2,30.056429,31.241115
Suez Desert Rd,subsidence,2,30.092861,31.401716
Suez Desert Rd,crack,2,30.096035,31.402149
Mohamed Farid St,crack,2,30.056482,31.250922
Maadi Corniche,crack,2,29.962418,31.242999
Port Said St,pothole,3,30.068284,31.266791
Heliopolis Ave,pothole,3,30.097984,31.316119
Port Said St,pothole,2,30.075994,31.256144
Suez Desert Rd,crack,4,30.100224,31.398293
Port Said St,crack,3,30.069599,31.257788
Abbas El Akkad,subsidence,3,30.059019,31.319487
Nasr Rd,marking,5,30.060069,31.336998
October Bridge,pothole,2,30.058104,31.231467
Ring Road,pothole,3,30.022653,31.205859
Salah Salem,marking,1,30.066263,31.284655
Mohandiseen Rd,marking,3,30.05547,31.200967
Autostrad Rd,pothole,2,30.075,31.354792
Maadi Corniche,pothole,5,29.976339,31.249109
Mohandiseen Rd,crack,4,30.05921,31.201838
Suez Desert Rd,crack,4,30.104313,31.40349
Pyramids Rd,rutting,2,29.968492,31.122331
Airport Rd,crack,3,30.126474,31.39441
Nasr Rd,edge_break,3,30.063947,31.322114
Shubra St,pothole,3,30.110977,31.26414
Port Said St,pothole,1,30.068839,31.260297
Ring Road,marking,3,30.014034,31.193684
Pyramids Rd,rutting,2,29.972993,31.124877
Dokki St,pothole,4,30.039753,31.205878
Mohandiseen Rd,pothole,4,30.061873,31.204123
Ring Road,crack,1,30.023246,31.206057
Abbas El Akkad,rutting,1,30.06741,31.313399
Abbas El Akkad,pothole,2,30.069382,31.312697
October Bridge,rutting,2,30.062249,31.224535
Heliopolis Ave,crack,1,30.088051,31.317685
Mohamed Farid St,subsidence,2,30.050271,31.244665
Nasr Rd,pothole,2,30.05586,31.33576
Ring Road,edge_break,1,30.02745,31.202569
Abbas El Akkad,rutting,3,30.07096,31.327892
Autostrad Rd,marking,4,30.082782,31.343858
Tahrir Square Rd,crack,3,30.051865,31.236071
Port Said St,pothole,2,30.070011,31.256939
Tahrir Square Rd,crack,2,30.046436,31.234703
Nasr Rd,rutting,3,30.052916,31.335986
Nasr Rd,subsidence,3,30.057338,31.336544
Pyramids Rd,crack,3,29.976685,31.127309
Heliopolis Ave,crack,3,30.096741,31.31732
Mohandiseen Rd,pothole,3,30.060859,31.19631
Tahrir Square Rd,rutting,2,30.049834,31.238184
Autostrad Rd,pothole,4,30.083906,31.345463
Shubra St,pothole,1,30.105174,31.273989
Shubra St,rutting,1,30.104652,31.267306
Pyramids Rd,pothole,3,29.963401,31.127402
Corniche El Nil,rutting,2,30.059047,31.244417
Ramsis St,crack,4,30.060355,31.248588
Corniche El Nil,crack,1,30.049756,31.236006
Abbas El Akkad,pothole,3,30.063439,31.31289
Maadi Corniche,crack,3,29.971661,31.257479
Ain Shams St,pothole,4,30.110445,31.326815
Salah Salem,pothole,3,30.074339,31.276266
October Bridge,rutting,4,30.059259,31.228873
Suez Desert Rd,rutting,5,30.099565,31.401602
Maadi Corniche,rutting,5,29.970756,31.257478
October Bridge,crack,3,30.0523,31.234778
Corniche El Nil,marking,2,30.062769,31.238842
Airport Rd,crack,4,30.120193,31.394772
Ring Road,subsidence,3,30.01473,31.192752
October Bridge,pothole,2,30.047098,31.229814
Heliopolis Ave,marking,4,30.090672,31.321502
Shubra St,pothole,3,30.114076,31.275003
Abbas El Akkad,pothole,3,30.068348,31.326595
Heliopolis Ave,pothole,3,30.091084,31.327039
Abbas El Akkad,rutting,3,30.069715,31.317838
Tahrir Square Rd,marking,3,30.043004,31.23907
Maadi Corniche,pothole,3,29.963633,31.256087
Ring Road,marking,5,30.021196,31.193523
Abbas El Akkad,crack,3,30.060046,31.315488
Shubra St,marking,2,30.107472,31.27178
Tahrir Square Rd,crack,5,30.040156,31.234663
Corniche El Nil,crack,5,30.049108,31.238743
Maadi Corniche,pothole,2,29.963351,31.254603
Mohamed Farid St,crack,5,30.064211,31.250178
Mohandiseen Rd,pothole,5,30.054836,31.197271
Mohandiseen Rd,pothole,4,30.056296,31.200664
Port Said St,pothole,2,30.06224,31.255698
Mohamed Farid St,edge_break,5,30.065346,31.25563
Corniche El Nil,pothole,2,30.061084,31.242463
October Bridge,crack,3,30.054003,31.222535
October Bridge,rutting,4,30.05184,31.232851
Port Said St,pothole,5,30.073375,31.265747
Pyramids Rd,crack,4,29.963589,31.132987
Airport Rd,rutting,5,30.1207,31.39681
Pyramids Rd,pothole,5,29.966823,31.12799
October Bridge,rutting,3,30.062426,31.236351
Pyramids Rd,marking,3,29.974593,31.137826
Salah Salem,pothole,3,30.074187,31.273906
Tahrir Square Rd,crack,3,30.051285,31.230347
Suez Desert Rd,pothole,4,30.106109,31.406708
Port Said St,marking,2,30.069578,31.265944
Ramsis St,pothole,4,30.068963,31.254693
Dokki St,crack,3,30.033596,31.204441
Nasr Rd,marking,5,30.057921,31.326595
Dokki St,pothole,2,30.04597,31.202414
Corniche El Nil,subsidence,2,30.060289,31.23813
Ramsis St,crack,5,30.069062,31.242897
Airport Rd,pothole,4,30.121827,31.40516
Shubra St,pothole,4,30.109283,31.275044
Maadi Corniche,crack,2,29.97479,31.243726
Ramsis St,marking,2,30.054626,31.253936
Ring Road,crack,5,30.022653,31.195455
Ramsis St,pothole,3,30.069683,31.24617
Ramsis St,marking,3,30.059089,31.256201
Ain Shams St,rutting,5,30.103995,31.323223
Mohandiseen Rd,pothole,2,30.06615,31.195107
Corniche El Nil,pothole,5,30.050899,31.237147
Autostrad Rd,crack,2,30.084815,31.34434
Autostrad Rd,subsidence,5,30.075739,31.353514
Autostrad Rd,pothole,3,30.073965,31.357174
Abbas El Akkad,subsidence,3,30.072491,31.327232
Heliopolis Ave,pothole,1,30.092067,31.322856
Ain Shams St,crack,4,30.104627,31.312259
Port Said St,rutting,2,30.064161,31.260823
Mohamed Farid St,pothole,2,30.056807,31.255009
Autostrad Rd,pothole,4,30.077367,31.347893
Maadi Corniche,marking,3,29.964231,31.257659
Mohandiseen Rd,rutting,3,30.061075,31.199302
Autostrad Rd,pothole,4,30.077853,31.355382
Pyramids Rd,edge_break,4,29.969961,31.126819
Mohandiseen Rd,crack,3,30.065045,31.205597
Suez Desert Rd,pothole,1,30.099475,31.396841
Nasr Rd,rutting,2,30.059746,31.322415
Mohamed Farid St,crack,2,30.065273,31.254038
Ain Shams St,crack,4,30.113948,31.31638
Corniche El Nil,pothole,2,30.060339,31.245843
Ain Shams St,rutting,3,30.107044,31.321752
Pyramids Rd,crack,3,29.965979,31.131326
Ain Shams St,crack,2,30.104555,31.327052
Mohamed Farid St,crack,4,30.05396,31.249027
Ramsis St,pothole,3,30.058461,31.252948
Salah Salem,marking,2,30.063221,31.272295
Abbas El Akkad,edge_break,2,30.070545,31.322408
Shubra St,crack,3,30.102564,31.266076
Ramsis St,subsidence,5,30.060049,31.254222
Airport Rd,crack,4,30.119395,31.407683
Ain Shams St,rutting,2,30.103145,31.327217
Tahrir Square Rd,edge_break,4,30.050539,31.235015
Suez Desert Rd,edge_break,3,30.101144,31.404388
Shubra St,crack,1,30.105741,31.263672
Heliopolis Ave,subsidence,3,30.087257,31.327467
October Bridge,rutting,3,30.06225,31.232383
Ramsis St,crack,4,30.066483,31.246999
Nasr Rd,rutting,3,30.054749,31.334723
Airport Rd,crack,5,30.112846,31.392135
Mohamed Farid St,rutting,1,30.058069,31.25635
Nasr Rd,rutting,1,30.067372,31.323809
Airport Rd,marking,3,30.123743,31.39474
Corniche El Nil,rutting,3,30.049105,31.241032
Shubra St,marking,2,30.103382,31.27008
Abbas El Akkad,pothole,3,30.058713,31.313733
Tahrir Square Rd,pothole,3,30.04251,31.236635
October Bridge,marking,1,30.055289,31.224173
Salah Salem,pothole,4,30.067785,31.283697
Nasr Rd,pothole,5,30.065533,31.32885
Tahrir Square Rd,subsidence,3,30.045535,31.231333
Salah Salem,pothole,3,30.063926,31.281347
Abbas El Akkad,pothole,5,30.061806,31.314265
Heliopolis Ave,rutting,3,30.085456,31.319294
Port Said St,crack,3,30.071583,31.255045
Salah Salem,pothole,5,30.067203,31.285622
Mohandiseen Rd,crack,2,30.059978,31.206594
Corniche El Nil,pothole,4,30.063544,31.243546
Mohandiseen Rd,pothole,4,30.054591,31.203075
Dokki St,crack,3,30.039541,31.211399
Autostrad Rd,pothole,5,30.084964,31.348071
Shubra St,pothole,5,30.113735,31.263935
Ain Shams St,crack,4,30.111867,31.32306
Autostrad Rd,pothole,2,30.087803,31.347431
Autostrad Rd,crack,3,30.087841,31.350771
Abbas El Akkad,rutting,3,30.064618,31.317589
Shubra St,subsidence,3,30.10665,31.274324
Mohamed Farid St,rutting,1,30.056891,31.245479
Heliopolis Ave,crack,3,30.083158,31.312168
Pyramids Rd,edge_break,2,29.976147,31.126296
Autostrad Rd,marking,2,30.078683,31.351583
Mohamed Farid St,marking,4,30.060741,31.251879
Corniche El Nil,pothole,5,30.050342,31.24494
Salah Salem,rutting,1,30.077206,31.283777
Nasr Rd,crack,2,30.053041,31.335073
Airport Rd,rutting,3,30.124316,31.402163
Shubra St,marking,3,30.103195,31.265808
Mohandiseen Rd,edge_break,5,30.061364,31.203784
Mohandiseen Rd,pothole,2,30.056391,31.196268
Ramsis St,subsidence,1,30.062826,31.246969
Abbas El Akkad,pothole,3,30.064559,31.313162
Salah Salem,crack,2,30.068003,31.276806
Mohandiseen Rd,crack,5,30.063075,31.206284
Mohamed Farid St,pothole,2,30.061252,31.252141
Autostrad Rd,marking,3,30.077699,31.343983
Ring Road,crack,5,30.025229,31.202729
Abbas El Akkad,crack,2,30.058881,31.320474
Heliopolis Ave,crack,3,30.083936,31.320216
Mohamed Farid St,pothole,4,30.057825,31.246459
October Bridge,crack,3,30.049124,31.225523
Nasr Rd,crack,5,30.055874,31.332896
Autostrad Rd,crack,4,30.081062,31.344031
Autostrad Rd,crack,4,30.077775,31.346691
Ring Road,rutting,1,30.018413,31.200508
Ring Road,crack,4,30.0172,31.192902
Salah Salem,crack,3,30.069186,31.276682
Ring Road,marking,4,30.02689,31.193949
Abbas El Akkad,pothole,3,30.064442,31.319417
Ring Road,pothole,1,30.023226,31.206157
Suez Desert Rd,subsidence,3,30.107232,31.399622
Nasr Rd,rutting,2,30.0609,31.329782
Corniche El Nil,crack,2,30.063874,31.241038
Tahrir Square Rd,crack,3,30.0483,31.241081
Mohamed Farid St,crack,2,30.064244,31.256247
Mohamed Farid St,crack,4,30.057105,31.248322
Mohamed Farid St,crack,3,30.063045,31.255292
Mohandiseen Rd,subsidence,4,30.06562,31.205992
Abbas El Akkad,crack,3,30.06207,31.31325
Ramsis St,crack,1,30.06055,31.251025
Shubra St,rutting,4,30.103491,31.276406
Suez Desert Rd,crack,2,30.105024,31.392579
Airport Rd,edge_break,1,30.121703,31.406246
Salah Salem,crack,1,30.0758,31.273346
Ain Shams St,crack,5,30.10356,31.321987
Mohandiseen Rd,marking,4,30.054347,31.2058
October Bridge,crack,3,30.047497,31.222534
Salah Salem,edge_break,2,30.072929,31.276289
Ring Road,pothole,4,30.027852,31.207758
Dokki St,crack,3,30.034484,31.204049
Airport Rd,rutting,3,30.115725,31.394816
Corniche El Nil,rutting,2,30.053793,31.236917
Maadi Corniche,rutting,4,29.965312,31.247332
Port Said St,marking,5,30.063335,31.255932
Autostrad Rd,pothole,5,30.077498,31.351332
Nasr Rd,edge_break,1,30.060402,31.327771
Autostrad Rd,marking,5,30.08654,31.356993
Autostrad Rd,pothole,3,30.080713,31.347285
Mohandiseen Rd,marking,3,30.061282,31.196795
Ain Shams St,pothole,4,30.104765,31.313148
Shubra St,marking,4,30.111636,31.262485
Mohandiseen Rd,pothole,4,30.059685,31.194521
Mohandiseen Rd,subsidence,2,30.063374,31.205829
Tahrir Square Rd,pothole,4,30.052347,31.230405
Tahrir Square Rd,crack,4,30.040768,31.231558
October Bridge,rutting,4,30.058008,31.234435
Shubra St,pothole,3,30.117836,31.275465
Pyramids Rd,crack,4,29.967493,31.124106
Nasr Rd,marking,4,30.060912,31.329767
Pyramids Rd,rutting,4,29.969273,31.131083
Mohamed Farid St,crack,2,30.057528,31.249204
Suez Desert Rd,crack,5,30.092734,31.401651
Salah Salem,edge_break,3,30.068343,31.284993
October Bridge,pothole,3,30.048892,31.230228
Pyramids Rd,edge_break,1,29.973682,31.128827
Tahrir Square Rd,marking,5,30.052341,31.242847
Ain Shams St,crack,3,30.102262,31.324997
Salah Salem,rutting,5,30.076157,31.286358
Mohamed Farid St,crack,1,30.053279,31.251309
Maadi Corniche,pothole,2,29.969207,31.252718
Airport Rd,rutting,2,30.126865,31.404669
Tahrir Square Rd,marking,4,30.045344,31.227883
Autostrad Rd,pothole,3,30.0737,31.353956
Maadi Corniche,rutting,3,29.977399,31.247709
Mohandiseen Rd,rutting,5,30.06309,31.200683
Ain Shams St,pothole,1,30.11704,31.318911
Autostrad Rd,rutting,2,30.080038,31.356944
Heliopolis Ave,pothole,1,30.086297,31.320478
Ramsis St,marking,2,30.06449,31.256227
Ramsis St,pothole,5,30.067992,31.246196
Ring Road,pothole,1,30.024208,31.201584
Tahrir Square Rd,subsidence,2,30.05056,31.235951
Pyramids Rd,rutting,2,29.965258,31.131133
Ring Road,subsidence,4,30.024866,31.194327
Airport Rd,pothole,2,30.127678,31.401877
Corniche El Nil,marking,4,30.062253,31.2341
Ain Shams St,pothole,5,30.112286,31.316128
Corniche El Nil,crack,4,30.05198,31.235268
Heliopolis Ave,pothole,4,30.09465,31.318817
Corniche El Nil,marking,4,30.056383,31.241411
Airport Rd,pothole,2,30.118658,31.396128
October Bridge,crack,3,30.05072,31.222657
Mohandiseen Rd,crack,2,30.064764,31.194023
Port Said St,subsidence,4,30.064747,31.255638
Ain Shams St,rutting,1,30.112823,31.321686
Autostrad Rd,crack,2,30.081492,31.344479
Mohamed Farid St,pothole,2,30.058771,31.254335
Heliopolis Ave,rutting,1,30.094203,31.326882
Corniche El Nil,pothole,5,30.05953,31.236635
Airport Rd,pothole,3,30.116126,31.393911
Ain Shams St,subsidence,3,30.115695,31.313047
October Bridge,crack,3,30.048174,31.229352
Nasr Rd,marking,3,30.06412,31.329693
Autostrad Rd,subsidence,2,30.074405,31.352022
Maadi Corniche,edge_break,3,29.962966,31.252075
Autostrad Rd,crack,3,30.081071,31.350393
Mohandiseen Rd,rutting,3,30.064883,31.1999
Tahrir Square Rd,marking,4,30.045712,31.232694
Pyramids Rd,crack,4,29.969854,31.129364
Mohamed Farid St,pothole,5,30.05535,31.256746
Suez Desert Rd,marking,2,30.094757,31.401913
Corniche El Nil,rutting,3,30.056006,31.240726
Ring Road,pothole,2,30.014495,31.202033
Abbas El Akkad,rutting,4,30.061345,31.319867
Heliopolis Ave,subsidence,2,30.087284,31.322379
Maadi Corniche,edge_break,3,29.96318,31.254384
Mohandiseen Rd,rutting,2,30.054201,31.197226
Mohamed Farid St,pothole,2,30.057596,31.25495
Autostrad Rd,pothole,4,30.073831,31.348497
Mohamed Farid St,pothole,3,30.055074,31.24885
Nasr Rd,crack,3,30.05879,31.327636
Salah Salem,crack,4,30.068533,31.282529
Corniche El Nil,rutting,5,30.055053,31.245402
Airport Rd,crack,4,30.118141,31.392386
Maadi Corniche,pothole,4,29.969641,31.248958
Ramsis St,rutting,3,30.056571,31.253955
October Bridge,marking,5,30.060366,31.230852
Autostrad Rd,subsidence,2,30.08682,31.342386
Heliopolis Ave,subsidence,4,30.091699,31.319154
Salah Salem,crack,3,30.063086,31.27758
Suez Desert Rd,rutting,2,30.099901,31.398214
Nasr Rd,rutting,3,30.057,31.334316
Mohandiseen Rd,rutting,3,30.066403,31.200675
Mohandiseen Rd,pothole,4,30.053296,31.197448
Suez Desert Rd,pothole,1,30.098152,31.401262
Maadi Corniche,rutting,4,29.972331,31.250894
Ring Road,crack,2,30.01603,31.195335
Suez Desert Rd,pothole,3,30.092957,31.401183
Nasr Rd,crack,5,30.066731,31.333363
Salah Salem,pothole,4,30.072425,31.282365
Pyramids Rd,crack,4,29.967819,31.135741
Suez Desert Rd,pothole,5,30.103625,31.40017
Maadi Corniche,crack,5,29.972507,31.249306
Maadi Corniche,pothole,4,29.969561,31.24752
Salah Salem,pothole,2,30.07182,31.272644
Mohandiseen Rd,pothole,3,30.053266,31.20405
Pyramids Rd,crack,2,29.96633,31.128085
Mohandiseen Rd,subsidence,3,30.066096,31.19361
Port Said St,rutting,4,30.076364,31.266108
Mohamed Farid St,subsidence,2,30.05526,31.245831
Tahrir Square Rd,pothole,3,30.04976,31.234382
Airport Rd,pothole,5,30.120392,31.396404
Corniche El Nil,pothole,1,30.049683,31.23893
Mohamed Farid St,edge_break,1,30.051374,31.247301
Mohandiseen Rd,pothole,5,30.066752,31.202778
Mohamed Farid St,marking,3,30.061445,31.243423
Dokki St,crack,3,30.046177,31.206784
Airport Rd,marking,2,30.119072,31.406649
Shubra St,marking,3,30.109046,31.27014
Suez Desert Rd,pothole,3,30.103313,31.392737
Dokki St,marking,3,30.034042,31.216286
Airport Rd,pothole,4,30.11276,31.396664
Suez Desert Rd,rutting,3,30.104521,31.399324
Port Said St,rutting,4,30.069562,31.266961
Maadi Corniche,crack,4,29.964503,31.247077
Autostrad Rd,crack,4,30.087976,31.342719
